Date,T,P0,U,Ff
08.01.2023 02:00,6,750.9,93,5
08.01.2023 01:30,6,750.9,93,5
08.01.2023 01:00,6,750.9,93,6
08.01.2023 00:30,6,750.9,93,4
08.01.2023 00:00,6,750.9,93,4
07.01.2023 23:30,6,751.5,93,5
07.01.2023 23:00,6,751.5,100,5
07.01.2023 22:30,6,751.5,93,4
07.01.2023 22:00,6,751.5,93,4
07.01.2023 21:30,6,751.5,93,3
07.01.2023 21:00,6,751.5,93,3
07.01.2023 20:30,5,751.5,100,3
07.01.2023 20:00,6,751.5,100,3
07.01.2023 19:30,7,751.6,93,2
07.01.2023 19:00,6,751.5,100,3
07.01.2023 18:30,6,751.5,93,3
07.01.2023 18:00,5,752.3,100,3
07.01.2023 17:30,5,752.3,100,3
07.01.2023 17:00,6,752.3,93,3
07.01.2023 16:30,7,752.4,93,4
07.01.2023 16:00,7,752.4,93,3
07.01.2023 15:30,9,752.5,87,3
07.01.2023 15:00,10,752.5,82,3
07.01.2023 14:30,10,752.5,76,3
07.01.2023 14:00,10,753.2,76,3
07.01.2023 13:30,10,753.2,76,3
07.01.2023 13:00,10,753.2,76,2
07.01.2023 12:30,10,754,71,1
07.01.2023 12:00,9,753.9,76,1
07.01.2023 11:30,9,753.9,76,3
07.01.2023 11:00,9,754.7,76,3
07.01.2023 10:30,9,754.7,76,2
07.01.2023 10:00,9,754.7,82,2
07.01.2023 09:30,8,754.7,87,2
07.01.2023 09:00,6,754.6,93,2
07.01.2023 08:30,6,754.6,87,1
07.01.2023 08:00,8,754.7,82,3
07.01.2023 07:30,8,754.7,82,2
07.01.2023 07:00,8,754.7,82,2
07.01.2023 06:30,9,754.7,76,1
07.01.2023 06:00,9,754.7,82,1
07.01.2023 05:30,9,754.7,82,1
07.01.2023 05:00,7,754.6,93,2
07.01.2023 04:30,9,754.7,82,2
07.01.2023 04:00,9,754.7,82,3
07.01.2023 03:30,9,754.7,82,4
07.01.2023 03:00,9,755.4,82,4
07.01.2023 02:30,10,755.5,76,4
07.01.2023 02:00,10,754.8,76,3
07.01.2023 01:30,10,754.8,76,4
07.01.2023 01:00,10,754.8,76,5
07.01.2023 00:30,10,754.8,76,5
07.01.2023 00:00,10,754.8,71,5
06.01.2023 23:30,10,754.8,76,5
06.01.2023 23:00,10,754.8,76,5
06.01.2023 22:30,10,754.8,76,4
06.01.2023 22:00,10,754.8,76,3
06.01.2023 21:30,9,754.7,82,2
06.01.2023 21:00,9,754.7,82,3
06.01.2023 20:30,8,754.7,82,2
06.01.2023 20:00,7,754.6,87,1
06.01.2023 19:30,8,754.7,82,1
06.01.2023 19:00,8,754.7,82,1
06.01.2023 18:30,8,754.7,82,2
06.01.2023 18:00,7,753.8,87,2
06.01.2023 17:30,7,754.6,87,2
06.01.2023 17:00,8,753.9,82,2
06.01.2023 16:30,9,754.7,82,1
06.01.2023 16:00,9,753.9,82,2
06.01.2023 15:30,10,754.8,76,1
06.01.2023 15:00,10,754.8,71,2
06.01.2023 14:30,11,754.8,67,2
06.01.2023 14:00,10,754.8,71,2
06.01.2023 13:30,10,754.8,71,3
06.01.2023 13:00,10,754.8,71,3
06.01.2023 12:30,10,755.5,71,2
06.01.2023 12:00,10,755.5,71,4
06.01.2023 11:30,10,755.5,67,2
06.01.2023 11:00,9,756.2,76,2
06.01.2023 10:30,8,756.2,82,2
06.01.2023 10:00,8,756.2,82,2
06.01.2023 09:30,9,756.2,76,1
06.01.2023 09:00,8,756.2,82,2
06.01.2023 08:30,6,756.1,87,3
06.01.2023 08:00,6,756.1,87,4
06.01.2023 07:30,6,755.3,87,3
06.01.2023 07:00,7,755.3,81,3
06.01.2023 06:30,7,755.3,81,3
06.01.2023 06:00,8,755.4,76,3
06.01.2023 05:30,8,755.4,76,3
06.01.2023 05:00,8,755.4,76,4
06.01.2023 04:30,9,754.7,71,4
06.01.2023 04:00,8,754.7,76,3
06.01.2023 03:30,8,754.7,76,2
06.01.2023 03:00,9,754.7,71,3
06.01.2023 02:30,9,754.7,71,3
06.01.2023 02:00,8,754.7,76,3
06.01.2023 01:30,8,754.7,76,4
06.01.2023 01:00,9,753.9,71,4
06.01.2023 00:30,9,753.9,71,4
06.01.2023 00:00,9,753.9,71,4
